Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDN08,OUT049,2158.283849114522
FDT57,OUT045,4619.051718753353
FDJ12,OUT018,3354.5576251303514
DRL59,OUT017,1344.6559665236055
NCN53,OUT046,1344.6559665236055
FDO51,OUT010,1052.6176945454545
FDK56,OUT017,3427.2921555053617
FDY12,OUT035,1344.6559665236055
FDU15,OUT035,1344.6559665236055
FDQ19,OUT046,4198.7524090509
DRF15,OUT045,2825.8951546162325
DRE25,OUT019,1379.3044424521058
FDK57,OUT018,2085.3305214457823
FDD33,OUT010,2609.008114770312
FDR34,OUT027,6489.421765938847
FDU04,OUT045,2170.505417155173
FDE35,OUT019,1137.515421949721
NCD31,OUT035,3369.676037224761
FDJ56,OUT035,1731.9115259545667
NCU53,OUT046,3052.8852631015943
FDD39,OUT035,4004.3782044744016
NCU17,OUT019,1534.0741487664063
FDJ20,OUT046,2337.5346771653503
NCW41,OUT018,2170.505417155173
FDL52,OUT035,1344.6559665236055
FDS39,OUT035,2337.5346771653503
DRJ47,OUT045,3427.2921555053617
FDP13,OUT010,1052.6176945454545
DRK39,OUT010,1379.3044424521058
FDF28,OUT010,2085.3305214457823
FDB09,OUT045,2337.5346771653503
FDM51,OUT046,1731.9115259545667
DRM49,OUT018,1228.5415206030152
DRF23,OUT013,3354.5576251303514
DRH01,OUT035,3427.2921555053617
FDH12,OUT027,2841.711117695476
FDA28,OUT019,1731.9115259545667
FDW37,OUT018,1534.0741487664063
FDF02,OUT046,1731.9115259545667
DRL37,OUT046,1344.6559665236055
NCF43,OUT046,2337.5346771653503
FDH08,OUT010,2887.4129810026393
FDR34,OUT019,2887.4129810026393
NCK19,OUT049,3427.2921555053617
NCD55,OUT018,1228.5415206030152
FDT27,OUT049,3832.7725078608205
FDQ57,OUT045,2455.1216353351433
FDA47,OUT035,3269.2779587048285
DRG15,OUT027,2410.4524967213097
FDE05,OUT018,2170.505417155173
FDN46,OUT046,1731.9115259545667
FDX27,OUT027,2471.621994642856
FDT51,OUT045,2085.3305214457823
FDU33,OUT013,1228.5415206030152
FDJ16,OUT027,2410.4524967213097
FDD20,OUT019,1731.9115259545667
FDT36,OUT049,1344.6559665236055
DRF15,OUT027,3980.6182247349802
FDN52,OUT010,1344.6559665236055
FDC22,OUT027,5341.060227241394
FDX15,OUT045,3269.532070498075
FDT13,OUT013,4004.3782044744016
FDU04,OUT017,2170.505417155173
FDU31,OUT019,2854.6408651641955
FDW59,OUT027,2471.621994642856
NCO29,OUT046,3269.2779587048285
FDL15,OUT035,2674.8468521815066
FDI41,OUT049,2609.008114770312
FDQ48,OUT049,1731.9115259545667
DRI39,OUT013,1228.5415206030152
FDI08,OUT013,4357.309094659322
FDC21,OUT049,2085.3305214457823
FDF58,OUT035,1344.6559665236055
FDS08,OUT010,2455.1216353351433
FDE47,OUT045,2337.5346771653503
NCP18,OUT019,2106.5235060489
NCR41,OUT013,1731.9115259545667
FDA27,OUT013,5409.329331392204
FDA43,OUT035,3465.84214391891
FDA49,OUT045,1534.0741487664063
NCE55,OUT018,2877.3076156941515
DRM49,OUT027,2410.4524967213097
FDF22,OUT027,5629.771133031236
FDQ15,OUT018,1421.1196686980604
NCS54,OUT017,3427.2921555053617
NCY05,OUT013,1344.6559665236055
FDR45,OUT046,4271.638563027145
FDK57,OUT049,2337.5346771653503
FDF41,OUT010,2609.008114770312
FDV21,OUT046,2170.505417155173
FDD51,OUT046,1228.5415206030152
FDF33,OUT046,1731.9115259545667
FDA38,OUT046,4619.051718753353
FDR56,OUT045,3465.84214391891
NCN41,OUT017,2337.5346771653503
FDC60,OUT027,2471.621994642856
FDB47,OUT045,3832.7725078608205
DRH01,OUT013,3369.676037224761
FDW08,OUT046,1731.9115259545667
FDF38,OUT027,2410.4524967213097
FDY32,OUT017,3269.2779587048285
FDG34,OUT049,1731.9115259545667
FDG47,OUT019,2268.9653767195873
NCF18,OUT035,3571.4223195454533
FDL39,OUT019,2396.475298039214
NCH55,OUT035,2337.5346771653503
DRJ35,OUT049,1344.6559665236055
FDS44,OUT035,4198.7524090509
DRE01,OUT018,3643.251640153443
FDY39,OUT013,3427.2921555053617
FDY32,OUT018,2455.1216353351433
FDR33,OUT027,3148.9417595419845
NCP50,OUT049,1534.0741487664063
FDZ47,OUT018,1694.1995558080828
FDU57,OUT049,2674.8468521815066
FDY44,OUT013,4004.3782044744016
DRH59,OUT018,1344.6559665236055
FDB03,OUT027,6014.784980392151
FDY46,OUT045,3832.7725078608205
FDM39,OUT045,3427.2921555053617
FDY36,OUT035,1421.1196686980604
NCM55,OUT035,3465.84214391891
FDJ50,OUT010,1052.6176945454545
DRL60,OUT013,2455.1216353351433
NCJ54,OUT049,3832.7725078608205
FDX59,OUT017,1344.6559665236055
FDI07,OUT013,3427.2921555053617
DRF51,OUT010,1052.6176945454545
FDM14,OUT017,1731.9115259545667
FDP21,OUT045,4004.3782044744016
FDE40,OUT035,1421.1196686980604
FDE05,OUT035,2455.1216353351433
FDM13,OUT027,3758.4300852459055
FDC34,OUT027,3980.6182247349802
NCI55,OUT018,2106.5235060489
NCE43,OUT018,2455.1216353351433
FDW58,OUT018,1645.5197765642804
FDG60,OUT045,4619.051718753353
FDV31,OUT017,3369.676037224761
FDR47,OUT013,3427.2921555053617
FDM60,OUT019,1052.6176945454545
NCF06,OUT018,4119.010667103939
NCN26,OUT027,3148.9417595419845
FDQ59,OUT049,1534.0741487664063
FDF09,OUT046,1344.6559665236055
NCS06,OUT017,4271.638563027145
FDT44,OUT046,2158.283849114522
FDI19,OUT017,4299.837237401783
FDT22,OUT017,1344.6559665236055
NCF54,OUT027,4482.319641131106
DRG25,OUT045,3719.8763989784147
FDB59,OUT017,3965.657086807132
FDQ37,OUT017,3571.4223195454533
FDP56,OUT035,1344.6559665236055
FDW44,OUT035,3427.2921555053617
FDJ26,OUT010,2854.6408651641955
FDU43,OUT018,3743.4188875000013
FDW33,OUT045,1731.9115259545667
NCX53,OUT027,3980.6182247349802
FDN56,OUT010,2106.5235060489
DRF15,OUT049,2825.8951546162325
FDO33,OUT017,2170.505417155173
FDZ39,OUT010,1534.0741487664063
NCJ19,OUT017,1344.6559665236055
FDU01,OUT035,3427.2921555053617
FDT12,OUT035,3832.7725078608205
NCM18,OUT018,1228.5415206030152
FDP19,OUT017,2447.522865795206
NCR42,OUT049,1367.9724074074072
FDN10,OUT046,2158.283849114522
FDG44,OUT017,1344.6559665236055
FDQ10,OUT046,3427.2921555053617
DRH13,OUT049,1731.9115259545667
FDT52,OUT013,4271.638563027145
FDM56,OUT045,2085.3305214457823
NCO43,OUT010,1534.0741487664063
NCV29,OUT035,3369.676037224761
NCF06,OUT013,5458.019397960666
FDO50,OUT035,1614.3191216509742
FDT59,OUT013,4198.7524090509
FDX40,OUT027,2410.4524967213097
FDE50,OUT017,3832.7725078608205
FDX51,OUT017,3719.8763989784147
NCD30,OUT018,1694.1995558080828
FDK15,OUT013,1731.9115259545667
FDL12,OUT045,1344.6559665236055
FDK46,OUT017,5391.00830739777
DRH49,OUT010,1344.6559665236055
FDQ57,OUT046,2447.522865795206
FDY59,OUT017,1614.3191216509742
FDO09,OUT018,4057.0915651282075
NCG30,OUT035,2455.1216353351433
FDM09,OUT017,3369.676037224761
NCN17,OUT027,2880.4054543307075
NCS42,OUT013,1534.0741487664063
FDD02,OUT019,1731.9115259545667
FDE34,OUT013,3427.2921555053617
FDU38,OUT045,3465.84214391891
FDB33,OUT046,2825.8951546162325
NCJ29,OUT017,1534.0741487664063
FDZ27,OUT035,1344.6559665236055
FDI40,OUT013,1731.9115259545667
FDG22,OUT013,1137.515421949721
FDT51,OUT017,2085.3305214457823
FDF20,OUT018,3354.5576251303514
FDV50,OUT035,2447.522865795206
FDT02,OUT049,1344.6559665236055
DRC49,OUT017,2455.1216353351433
FDF26,OUT049,2609.008114770312
FDV52,OUT035,2106.5235060489
FDX59,OUT049,1344.6559665236055
FDV25,OUT035,3965.657086807132
FDW23,OUT027,2339.1851204678346
FDE53,OUT018,1694.1995558080828
FDA19,OUT017,2337.5346771653503
FDH22,OUT046,2337.5346771653503
NCO41,OUT013,1731.9115259545667
FDX12,OUT017,4619.051718753353
FDF17,OUT013,3427.2921555053617
FDS11,OUT045,3832.7725078608205
FDR51,OUT035,2674.8468521815066
FDT49,OUT010,1534.0741487664063
FDC56,OUT013,2158.283849114522
FDR13,OUT027,3182.4304398692784
FDQ60,OUT035,2170.505417155173
FDN38,OUT049,4167.42720015058
NCL29,OUT013,2674.8468521815066
FDO13,OUT027,4272.584767572993
FDE26,OUT018,2170.505417155173
FDA31,OUT010,2395.718448918912
FDX14,OUT035,1421.1196686980604
FDA34,OUT045,3427.2921555053617
FDF26,OUT013,2455.1216353351433
FDE38,OUT045,3369.676037224761
DRI11,OUT046,2158.283849114522
FDQ60,OUT027,3148.9417595419845
FDL21,OUT027,2339.1851204678346
DRC12,OUT027,5409.329331392204
FDC47,OUT046,3719.8763989784147
FDE57,OUT045,2337.5346771653503
FDT14,OUT045,2170.505417155173
NCZ53,OUT046,3667.372092705895
FDE28,OUT018,3354.5576251303514
FDR19,OUT035,2674.8468521815066
NCF54,OUT019,2455.1216353351433
FDZ08,OUT046,1534.0741487664063
NCJ05,OUT018,2170.505417155173
FDF59,OUT046,2337.5346771653503
NCO05,OUT035,1731.9115259545667
FDW24,OUT018,1228.5415206030152
NCX42,OUT018,2455.1216353351433
NCA53,OUT035,1344.6559665236055
FDI45,OUT019,2455.1216353351433
FDG46,OUT046,2158.283849114522
FDM20,OUT010,2918.504985931147
FDW11,OUT010,1137.515421949721
FDX08,OUT035,3427.2921555053617
NCK17,OUT035,1344.6559665236055
FDK32,OUT018,2170.505417155173
NCA42,OUT035,3269.2779587048285
DRI01,OUT035,3427.2921555053617
NCL55,OUT049,4271.638563027145
DRE25,OUT018,1645.5197765642804
FDD14,OUT017,3462.078176094264
FDB10,OUT046,4198.7524090509
DRN11,OUT035,2609.008114770312
FDP38,OUT018,1228.5415206030152
NCA30,OUT017,3465.84214391891
FDT15,OUT017,3667.372092705895
NCP55,OUT018,1228.5415206030152
FDF12,OUT035,2609.008114770312
FDM21,OUT018,4057.0915651282075
FDX56,OUT035,3719.8763989784147
FDF10,OUT017,2674.8468521815066
FDT32,OUT045,3667.372092705895
FDM51,OUT018,1694.1995558080828
NCR50,OUT018,2170.505417155173
FDI19,OUT049,4271.638563027145
FDX21,OUT017,1731.9115259545667
FDR31,OUT035,2455.1216353351433
FDY02,OUT013,5458.019397960666
NCA29,OUT045,3369.676037224761
NCX17,OUT046,3667.372092705895
FDM12,OUT045,3667.372092705895
FDI53,OUT027,4161.298998268386
NCU30,OUT049,3369.676037224761
FDC56,OUT027,3758.4300852459055
FDK27,OUT018,2158.283849114522
NCK18,OUT017,3369.676037224761
FDB52,OUT019,4357.309094659322
DRG25,OUT027,5341.060227241394
FDZ13,OUT049,1344.6559665236055
FDB57,OUT019,2887.4129810026393
FDR40,OUT046,1534.0741487664063
NCO14,OUT019,1052.6176945454545
NCN19,OUT045,3667.372092705895
FDQ28,OUT019,2106.5235060489
FDO13,OUT018,2455.1216353351433
FDK48,OUT013,1534.0741487664063
FDU07,OUT018,2170.505417155173
FDW20,OUT046,2170.505417155173
FDV12,OUT010,1534.0741487664063
FDH24,OUT013,2877.3076156941515
FDV59,OUT049,3965.657086807132
FDK57,OUT045,2158.283849114522
FDL16,OUT027,2410.4524967213097
NCQ17,OUT046,2455.1216353351433
FDJ15,OUT018,3594.5162414414453
FDX24,OUT049,1614.3191216509742
FDT47,OUT046,1731.9115259545667
FDT10,OUT049,1344.6559665236055
FDZ37,OUT018,1421.1196686980604
FDW43,OUT027,6084.491002059472
DRN36,OUT017,1731.9115259545667
FDJ14,OUT045,1534.0741487664063
FDA32,OUT013,4167.42720015058
FDJ38,OUT019,2455.1216353351433
FDQ57,OUT017,2447.522865795206
NCQ41,OUT019,2455.1216353351433
FDG56,OUT049,1344.6559665236055
DRC13,OUT027,3758.4300852459055
FDV55,OUT035,2584.438987919464
FDQ49,OUT045,2854.6408651641955
FDE29,OUT010,1137.515421949721
FDR03,OUT013,3667.372092705895
FDD45,OUT049,1614.3191216509742
FDN38,OUT010,2609.008114770312
FDT56,OUT046,1228.5415206030152
FDT48,OUT045,3667.372092705895
FDU03,OUT049,3427.2921555053617
FDC56,OUT010,1731.9115259545667
NCO43,OUT027,2880.4054543307075
FDQ27,OUT017,1731.9115259545667
FDR03,OUT046,3583.9815896507234
DRH23,OUT010,1052.6176945454545
FDG22,OUT045,1137.515421949721
NCJ42,OUT013,1731.9115259545667
FDR24,OUT046,1614.3191216509742
FDW60,OUT035,3427.2921555053617
FDJ08,OUT013,3369.676037224761
DRL59,OUT018,1228.5415206030152
FDG60,OUT010,2854.6408651641955
FDW27,OUT017,2455.1216353351433
FDX14,OUT018,1421.1196686980604
FDC20,OUT013,1344.6559665236055
NCS29,OUT018,4008.205805581392
FDJ56,OUT046,1731.9115259545667
FDB20,OUT019,1322.9524676514018
FDL28,OUT027,5840.571415044253
FDW01,OUT018,2170.505417155173
FDL03,OUT046,3719.8763989784147
FDX22,OUT049,4119.010667103939
FDJ21,OUT035,2584.438987919464
FDR31,OUT045,2609.008114770312
FDG21,OUT035,2825.8951546162325
FDS22,OUT027,2410.4524967213097
FDK08,OUT035,1731.9115259545667
FDE17,OUT018,2170.505417155173
NCN30,OUT017,1731.9115259545667
FDT50,OUT046,1731.9115259545667
NCX42,OUT049,3369.676037224761
FDJ12,OUT035,3667.372092705895
NCA18,OUT027,3182.4304398692784
FDP23,OUT019,2854.6408651641955
FDX12,OUT013,4271.638563027145
FDN40,OUT018,2170.505417155173
FDV48,OUT035,1534.0741487664063
NCY54,OUT013,3269.2779587048285
FDL16,OUT010,1052.6176945454545
FDR45,OUT018,3727.6665791855135
FDJ52,OUT046,2918.504985931147
DRG01,OUT017,1534.0741487664063
FDP52,OUT013,4119.010667103939
FDU58,OUT017,4004.3782044744016
FDL02,OUT045,1731.9115259545667
FDG28,OUT013,4271.638563027145
FDA19,OUT035,2337.5346771653503
FDW46,OUT027,2410.4524967213097
NCD43,OUT049,1731.9115259545667
DRG39,OUT013,1344.6559665236055
NCF55,OUT049,1367.9724074074072
FDJ07,OUT046,2106.5235060489
FDE08,OUT046,2556.221119638817
FDP56,OUT019,1052.6176945454545
FDT45,OUT045,1344.6559665236055
FDF17,OUT018,3354.5576251303514
FDX44,OUT046,1534.0741487664063
FDM28,OUT027,4773.838524222211
FDI36,OUT049,3427.2921555053617
FDS07,OUT045,2170.505417155173
FDD36,OUT045,2158.283849114522
FDW11,OUT046,1344.6559665236055
FDN40,OUT049,2609.008114770312
NCQ18,OUT049,1731.9115259545667
NCQ54,OUT017,3382.2993830838423
NCS42,OUT045,1614.3191216509742
DRH39,OUT010,1344.6559665236055
FDC09,OUT027,2880.4054543307075
FDT08,OUT010,2106.5235060489
FDC08,OUT035,3965.657086807132
FDT20,OUT017,1344.6559665236055
FDS35,OUT035,1421.1196686980604
FDX58,OUT018,3594.5162414414453
FDW58,OUT046,1731.9115259545667
DRD27,OUT046,1731.9115259545667
FDH32,OUT019,1534.0741487664063
FDS26,OUT035,5303.425224073295
FDQ31,OUT046,1534.0741487664063
FDP11,OUT018,3462.078176094264
FDD58,OUT017,1731.9115259545667
FDM33,OUT045,4136.639809204343
FDZ16,OUT049,3462.078176094264
NCS29,OUT010,2268.9653767195873
NCM18,OUT019,1137.515421949721
FDP11,OUT049,4004.3782044744016
NCC42,OUT017,2337.5346771653503
DRM23,OUT046,3354.5576251303514
NCN55,OUT027,6014.784980392151
FDK46,OUT013,5409.329331392204
FDR01,OUT046,3465.84214391891
NCA05,OUT045,2825.8951546162325
NCP43,OUT017,3667.372092705895
FDR12,OUT010,2395.718448918912
FDQ01,OUT013,4271.638563027145
FDM13,OUT046,2337.5346771653503
FDQ19,OUT017,4198.7524090509
FDK56,OUT019,2003.6675014662792
NCX06,OUT010,2877.3076156941515
FDO56,OUT027,3182.4304398692784
FDU45,OUT045,2158.283849114522
FDI16,OUT019,1052.6176945454545
FDL32,OUT046,2158.283849114522
FDA07,OUT046,2337.5346771653503
FDA14,OUT045,2609.008114770312
FDV46,OUT027,3758.4300852459055
NCO07,OUT035,3719.8763989784147
NCP41,OUT046,1731.9115259545667
FDY60,OUT018,2158.283849114522
FDN38,OUT017,4198.7524090509
FDO15,OUT046,1421.1196686980604
FDT60,OUT013,2170.505417155173
FDA55,OUT035,3965.657086807132
FDE02,OUT010,1421.1196686980604
DRJ39,OUT049,4119.010667103939
FDV34,OUT035,1421.1196686980604
FDS20,OUT027,5270.670954761906
FDF02,OUT027,2852.885860504199
FDW40,OUT017,2556.221119638817
NCB43,OUT046,3427.2921555053617
FDR58,OUT017,1614.3191216509742
DRJ59,OUT035,1344.6559665236055
NCD30,OUT017,1731.9115259545667
FDE14,OUT017,1731.9115259545667
FDC28,OUT018,1694.1995558080828
FDU16,OUT018,1421.1196686980604
NCD19,OUT035,1367.9724074074072
FDU21,OUT046,1344.6559665236055
FDV59,OUT027,5545.71926361322
FDU03,OUT045,3427.2921555053617
FDC33,OUT010,2854.6408651641955
NCR42,OUT035,1367.9724074074072
DRH59,OUT035,1421.1196686980604
NCM31,OUT035,2170.505417155173
FDS50,OUT035,3965.657086807132
FDP39,OUT046,1344.6559665236055
FDQ55,OUT013,2106.5235060489
FDV36,OUT019,1731.9115259545667
FDI05,OUT027,2471.621994642856
FDS45,OUT027,2880.4054543307075
FDA39,OUT045,1344.6559665236055
FDC37,OUT010,1534.0741487664063
FDJ60,OUT027,4272.584767572993
DRQ35,OUT046,2337.5346771653503
NCJ06,OUT046,2158.283849114522
NCY42,OUT018,2170.505417155173
DRM37,OUT049,3427.2921555053617
FDR14,OUT045,1344.6559665236055
FDE51,OUT049,1344.6559665236055
FDT33,OUT017,3427.2921555053617
FDR08,OUT013,2106.5235060489
FDE36,OUT010,2395.718448918912
FDL22,OUT019,1379.3044424521058
FDR44,OUT013,2170.505417155173
FDI56,OUT019,1344.6559665236055
FDE47,OUT010,2085.3305214457823
FDV27,OUT010,1379.3044424521058
FDV10,OUT049,1344.6559665236055
FDC40,OUT045,1534.0741487664063
NCX41,OUT013,4167.42720015058
NCQ38,OUT027,2880.4054543307075
FDV12,OUT027,2880.4054543307075
FDE52,OUT017,1534.0741487664063
FDG20,OUT027,4423.581727450982
FDV16,OUT027,2339.1851204678346
FDI32,OUT017,2170.505417155173
FDJ32,OUT049,1344.6559665236055
FDN39,OUT018,2609.008114770312
FDY34,OUT017,3427.2921555053617
FDC14,OUT035,1344.6559665236055
FDA55,OUT017,3965.657086807132
FDZ50,OUT010,2609.008114770312
DRG13,OUT049,3369.676037224761
FDP01,OUT013,2455.1216353351433
NCG54,OUT017,3369.676037224761
FDM13,OUT045,2337.5346771653503
NCO18,OUT027,5303.425224073295
NCW41,OUT013,2455.1216353351433
FDM52,OUT027,3980.6182247349802
NCF55,OUT035,1367.9724074074072
FDT09,OUT046,2170.505417155173
NCM19,OUT035,2085.3305214457823
FDW12,OUT018,2170.505417155173
FDP15,OUT019,2268.9653767195873
FDK36,OUT045,1344.6559665236055
FDZ25,OUT035,3427.2921555053617
NCW06,OUT049,3667.372092705895
FDW60,OUT046,3382.2993830838423
DRC49,OUT013,2447.522865795206
NCT17,OUT035,3583.9815896507234
NCN06,OUT018,2455.1216353351433
FDC45,OUT013,3354.5576251303514
DRJ47,OUT019,2455.1216353351433
NCF06,OUT045,5303.425224073295
FDE21,OUT010,1731.9115259545667
DRG27,OUT013,1228.5415206030152
FDW40,OUT049,2447.522865795206
NCO53,OUT046,3427.2921555053617
FDE23,OUT049,1344.6559665236055
FDQ16,OUT046,1731.9115259545667
FDS26,OUT045,5391.00830739777
FDZ13,OUT010,1052.6176945454545
FDS14,OUT049,2609.008114770312
FDC10,OUT045,2158.283849114522
FDY16,OUT049,3427.2921555053617
FDJ20,OUT035,2447.522865795206
FDV43,OUT035,1344.6559665236055
FDZ32,OUT027,2880.4054543307075
FDR23,OUT046,3369.676037224761
FDN24,OUT035,1344.6559665236055
FDE34,OUT027,5270.670954761906
FDU31,OUT013,4119.010667103939
FDW33,OUT018,1694.1995558080828
FDU26,OUT046,2158.283849114522
FDE20,OUT027,4423.581727450982
NCW05,OUT035,1731.9115259545667
FDB22,OUT018,2170.505417155173
FDO56,OUT046,2158.283849114522
FDA19,OUT027,3758.4300852459055
DRI39,OUT045,1344.6559665236055
FDH52,OUT018,1228.5415206030152
FDZ50,OUT035,3427.2921555053617
NCN42,OUT035,2674.8468521815066
FDB53,OUT013,2455.1216353351433
DRG11,OUT017,1731.9115259545667
DRK11,OUT027,3980.6182247349802
FDQ60,OUT017,2447.522865795206
FDT36,OUT017,1344.6559665236055
DRG25,OUT018,3354.5576251303514
DRJ23,OUT046,3667.372092705895
FDG05,OUT035,2877.3076156941515
NCK06,OUT018,2106.5235060489
FDU52,OUT017,2609.008114770312
FDW07,OUT018,1421.1196686980604
NCM17,OUT045,1344.6559665236055
FDA22,OUT045,3269.532070498075
NCA41,OUT018,3354.5576251303514
FDF38,OUT035,1344.6559665236055
FDH52,OUT046,1344.6559665236055
FDY58,OUT019,2887.4129810026393
FDZ16,OUT045,3465.84214391891
NCM18,OUT017,1367.9724074074072
FDA22,OUT018,2455.1216353351433
NCJ43,OUT035,3427.2921555053617
FDI34,OUT027,6014.784980392151
FDG56,OUT046,1344.6559665236055
FDS34,OUT046,2106.5235060489
DRC01,OUT035,1344.6559665236055
FDQ04,OUT035,1344.6559665236055
FDK04,OUT035,1344.6559665236055
FDT51,OUT049,1817.1920843956038
FDV26,OUT017,3667.372092705895
FDS04,OUT049,2447.522865795206
FDW43,OUT018,3610.43377152427
FDQ28,OUT010,2106.5235060489
NCK06,OUT017,2170.505417155173
FDS23,OUT018,2170.505417155173
FDZ36,OUT019,2268.9653767195873
FDE56,OUT018,1228.5415206030152
FDW10,OUT027,4482.319641131106
NCN14,OUT045,3571.4223195454533
NCQ18,OUT045,1731.9115259545667
FDW08,OUT017,1731.9115259545667
FDU43,OUT035,4271.638563027145
FDR33,OUT010,1534.0741487664063
FDM24,OUT010,2106.5235060489
NCZ05,OUT046,1731.9115259545667
NCV41,OUT035,2158.283849114522
FDV11,OUT018,3052.8852631015943
NCY05,OUT035,1344.6559665236055
FDV44,OUT018,3354.5576251303514
FDW32,OUT049,1534.0741487664063
NCU18,OUT027,3794.4971256038684
NCC43,OUT035,4119.010667103939
FDW19,OUT013,2003.6675014662792
FDN31,OUT035,3465.84214391891
FDI48,OUT045,1344.6559665236055
FDS24,OUT017,1534.0741487664063
FDF46,OUT049,2106.5235060489
DRG23,OUT017,2609.008114770312
FDG14,OUT018,2170.505417155173
NCY30,OUT049,3427.2921555053617
FDO28,OUT018,2158.283849114522
DRD24,OUT035,2337.5346771653503
FDI33,OUT049,1534.0741487664063
FDN32,OUT046,3667.372092705895
FDR16,OUT045,3667.372092705895
FDF26,OUT046,2455.1216353351433
NCN29,OUT018,1228.5415206030152
FDE20,OUT045,3269.2779587048285
FDA46,OUT046,3667.372092705895
FDU28,OUT045,3571.4223195454533
FDQ48,OUT045,1731.9115259545667
FDV36,OUT013,2170.505417155173
FDR14,OUT018,1228.5415206030152
FDP23,OUT017,4119.010667103939
FDP56,OUT013,1344.6559665236055
FDK48,OUT010,1344.6559665236055
FDR48,OUT046,2455.1216353351433
NCY29,OUT049,1344.6559665236055
FDM22,OUT018,1228.5415206030152
DRJ01,OUT013,2830.86529269163
FDZ43,OUT045,4271.638563027145
FDV03,OUT035,2674.8468521815066
FDX11,OUT027,4724.98861040581
NCA41,OUT027,5531.419343458634
FDE38,OUT017,3369.676037224761
FDI27,OUT018,1228.5415206030152
FDN32,OUT013,3667.372092705895
NCN43,OUT017,2170.505417155173
FDB47,OUT027,5545.71926361322
FDV03,OUT017,2674.8468521815066
NCN30,OUT045,1731.9115259545667
NCV54,OUT010,1731.9115259545667
FDV07,OUT013,2085.3305214457823
FDP07,OUT049,3571.4223195454533
FDK48,OUT018,1344.6559665236055
FDM15,OUT019,2106.5235060489
FDY19,OUT027,3182.4304398692784
FDK46,OUT046,5391.00830739777
FDY11,OUT045,1421.1196686980604
FDH09,OUT046,1344.6559665236055
FDO08,OUT027,4272.584767572993
FDU14,OUT013,5408.817426374263
FDD22,OUT027,3148.9417595419845
FDM27,OUT017,2877.3076156941515
FDL02,OUT027,2852.885860504199
NCA17,OUT035,2455.1216353351433
FDE38,OUT019,2170.505417155173
NCG07,OUT049,3465.84214391891
DRC27,OUT013,5288.675986157371
FDA27,OUT035,5096.511040556618
FDW40,OUT045,2447.522865795206
DRI11,OUT013,2158.283849114522
FDN50,OUT046,1731.9115259545667
FDR12,OUT046,3369.676037224761
FDT34,OUT027,2841.711117695476
FDW11,OUT035,1344.6559665236055
NCO30,OUT027,5363.259459284512
FDZ34,OUT017,3465.84214391891
FDU45,OUT017,2158.283849114522
NCD42,OUT035,1344.6559665236055
FDX25,OUT045,3427.2921555053617
NCR29,OUT046,1344.6559665236055
FDX43,OUT019,2170.505417155173
FDB04,OUT010,1379.3044424521058
FDR49,OUT027,2410.4524967213097
FDS39,OUT018,2158.283849114522
FDW58,OUT045,1731.9115259545667
FDG22,OUT019,1052.6176945454545
FDG31,OUT017,1421.1196686980604
NCV53,OUT027,6266.875674809831
DRJ37,OUT035,2609.008114770312
FDV07,OUT035,2085.3305214457823
FDW52,OUT018,2609.008114770312
FDT15,OUT045,3667.372092705895
FDD02,OUT018,2106.5235060489
FDM16,OUT035,1421.1196686980604
NCE55,OUT046,3354.5576251303514
FDB57,OUT018,3667.372092705895
FDQ04,OUT013,1344.6559665236055
FDQ47,OUT019,1052.6176945454545
FDY14,OUT019,2268.9653767195873
DRK37,OUT017,3667.372092705895
FDO25,OUT017,3667.372092705895
FDL57,OUT046,5409.329331392204
NCK29,OUT018,2170.505417155173
FDK46,OUT027,6266.875674809831
NCB43,OUT010,2455.1216353351433
DRE01,OUT027,6014.784980392151
FDC46,OUT018,3354.5576251303514
FDQ23,OUT045,1731.9115259545667
FDX38,OUT049,1344.6559665236055
FDG60,OUT018,3685.5710473819818
FDW55,OUT017,4271.638563027145
FDP39,OUT013,1344.6559665236055
FDB20,OUT018,1421.1196686980604
FDV21,OUT017,2396.475298039214
FDZ02,OUT013,1731.9115259545667
FDP19,OUT027,3758.4300852459055
FDA38,OUT035,4983.96437533193
FDH22,OUT045,2396.475298039214
DRM11,OUT045,5409.329331392204
FDO12,OUT027,5409.329331392204
FDT14,OUT049,2170.505417155173
FDW34,OUT010,2918.504985931147
FDG04,OUT027,5270.670954761906
FDW59,OUT018,1421.1196686980604
FDR33,OUT018,1694.1995558080828
FDP32,OUT013,2170.505417155173
FDL13,OUT027,5840.571415044253
FDD22,OUT013,2106.5235060489
FDV40,OUT027,2339.1851204678346
NCD55,OUT046,1367.9724074074072
FDQ20,OUT010,1052.6176945454545
FDD28,OUT045,1344.6559665236055
FDC39,OUT045,3667.372092705895
NCR17,OUT049,2158.283849114522
DRO35,OUT018,2106.5235060489
FDF40,OUT049,4644.1872020820865
FDR31,OUT018,2170.505417155173
NCQ41,OUT017,3583.9815896507234
FDP38,OUT046,1344.6559665236055
NCU54,OUT027,5545.71926361322
FDG22,OUT018,1137.515421949721
DRK59,OUT013,4004.3782044744016
FDC37,OUT046,1731.9115259545667
NCO42,OUT013,2556.221119638817
NCT42,OUT017,2825.8951546162325
FDX27,OUT035,1731.9115259545667
FDV40,OUT018,1344.6559665236055
FDT45,OUT027,2410.4524967213097
FDS47,OUT019,1344.6559665236055
FDR45,OUT035,4271.638563027145
FDB03,OUT045,4270.767236082471
FDO49,OUT035,1344.6559665236055
